연번,전통시장명,상호명,운영시간,업종구분,도로명주소,지번주소,전화번호,위도,경도,데이터기준일자
134,중앙시장,이작가야 사진스튜디오,10:00-19:00,생활서비스,"강원도 강릉시 금성로 21 중앙시장 2층 21,22호","강원도 강릉시 성남동 50 중앙시장 2층 21,22호",,37.7542777,128.898224,2021-12-10
135,중앙시장,동양한복,09:00-18:00,침구/주단,강원도 강릉시 금성로 21 중앙시장 2층 23호,강원도 강릉시 성남동 50 중앙시장 2층 23호,033-642-5171,37.7542437,128.8982329,2021-12-10
136,중앙시장,진선미 우리옷,09:00-18:00,침구/주단,강원도 강릉시 금성로 21 중앙시장 2층 24호,강원도 강릉시 성남동 50 중앙시장 2층 24호,,37.7542259,128.8982552,2021-12-10
137,중앙시장,빈점포(25호),,기타,강원도 강릉시 금성로 21 중앙시장 2층 25호,강원도 강릉시 성남동 50 중앙시장 2층 25호,,37.7539915,128.8982951,2021-12-10
138,중앙시장,빈점포(26호),,기타,강원도 강릉시 금성로 21 중앙시장 2층 26호,강원도 강릉시 성남동 50 중앙시장 2층 26호,,37.7540112,128.8982804,2021-12-10
139,중앙시장,궁중한복,09:00-18:00,침구/주단,강원도 강릉시 금성로 21 중앙시장 2층 27호,강원도 강릉시 성남동 50 중앙시장 2층 27호,033-646-0718,37.7536864,128.8982631,2021-12-10
140,중앙시장,명성한복,09:00-18:00,침구/주단,강원도 강릉시 금성로 21 중앙시장 2층 28호,강원도 강릉시 성남동 50 중앙시장 2층 28호,033-646-2663,37.7538655,128.8982509,2021-12-10
141,중앙시장,해성집,09:00-19:30,식당/음식,"강원도 강릉시 금성로 21 중앙시장 2층 29,30,31호","강원도 강릉시 성남동 50 중앙시장 2층 29,30,31호",033-648-4313,37.7539574,128.8982207,2021-12-10
142,중앙시장,화정식당,08:00-20:00,식당/음식,"강원도 강릉시 금성로 21 중앙시장 2층 32,33호","강원도 강릉시 성남동 50 중앙시장 2층 32,33호",0507-1362-6963,37.7539643,128.8982993,2021-12-10
143,중앙시장,산봉 철학원,09:00-18:00,기타,강원도 강릉시 금성로 21 중앙시장 2층 34호,강원도 강릉시 성남동 50 중앙시장 2층 34호,,37.7539971,128.898293,2021-12-10
144,중앙시장,빈점포(35-1호),,기타,강원도 강릉시 금성로 21 중앙시장 2층 35-1호,강원도 강릉시 성남동 50 중앙시장 2층 35-1호,,37.7539495,128.8982957,2021-12-10
145,중앙시장,세레나한복,09:00-18:00,침구/주단,강원도 강릉시 금성로 21 중앙시장 2층 35-2호,강원도 강릉시 성남동 50 중앙시장 2층 35-2호,033-642-5666,37.7539622,128.8982009,2021-12-10
146,중앙시장,유미한복,09:00-18:00,침구/주단,강원도 강릉시 금성로 21 중앙시장 2층 36호,강원도 강릉시 성남동 50 중앙시장 2층 36호,033-643-7621,37.7540641,128.8982863,2021-12-10
147,중앙시장,빈점포(37호),,기타,강원도 강릉시 금성로 21 중앙시장 2층 37호,강원도 강릉시 성남동 50 중앙시장 2층 37호,,37.7540304,128.8982586,2021-12-10
148,중앙시장,태성이불,09:00-18:00,침구/주단,강원도 강릉시 금성로 21 중앙시장 2층 38호,강원도 강릉시 성남동 50 중앙시장 2층 38호,033-647-0871,37.7541866,128.8982312,2021-12-10
149,중앙시장,혜진주단,09:00-18:00,침구/주단,강원도 강릉시 금성로 21 중앙시장 2층 39호,강원도 강릉시 성남동 50 중앙시장 2층 39호,033-641-6063,37.7542385,128.8982499,2021-12-10
150,중앙시장,빈점포(40호),,기타,강원도 강릉시 금성로 21 중앙시장 2층 40호,강원도 강릉시 성남동 50 중앙시장 2층 40호,,37.7542637,128.8982222,2021-12-10
151,중앙시장,상인회사무실,09:00-18:00,기타,강원도 강릉시 금성로 21 중앙시장 2층 44호,강원도 강릉시 성남동 50 중앙시장 2층 44호,033-648-4477,37.7543767,128.8982733,2021-12-10
152,중앙시장,여자화장실,,기타,강원도 강릉시 금성로 21 중앙시장 2층,강원도 강릉시 성남동 50 중앙시장 2층,,37.7545108,128.8982743,2021-12-10
153,중앙시장,남자화장실,,기타,강원도 강릉시 금성로 21 중앙시장 2층,강원도 강릉시 성남동 50 중앙시장 2층,,37.7544207,128.8982182,2021-12-10
154,중앙시장,언니네반찬,09:00-18:00,식당/음식,강원도 강릉시 금성로 21 중앙시장 지하1층 1호,강원도 강릉시 성남동 50 중앙시장 지하1층 1호,033-641-7724,37.7540623,128.89846,2021-12-10
155,중앙시장,지연이네,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 2-1호,강원도 강릉시 성남동 50 중앙시장 지하1층 2-1호,033-645-5125,37.754037,128.8983981,2021-12-10
156,중앙시장,나운,09:00-18:00,기타,강원도 강릉시 금성로 21 중앙시장 지하1층 2호,강원도 강릉시 성남동 50 중앙시장 지하1층 2호,,37.754031,128.8983624,2021-12-10
157,중앙시장,"강릉한신회센터(3,4호)",09:00-20:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 3,4호","강원도 강릉시 성남동 50 중앙시장 지하1층 3,4호",033-643-9456,37.7540253,128.8983646,2021-12-10
158,중앙시장,한신회센터,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 5호,강원도 강릉시 성남동 50 중앙시장 지하1층 5호,033-643-5220,37.7540207,128.8984211,2021-12-10
159,중앙시장,동해바다횟집(2호점),10:00-21:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 6호,강원도 강릉시 성남동 50 중앙시장 지하1층 6호,033-644-4409,37.7541109,128.8986482,2021-12-10
160,중앙시장,대연횟집,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 7호,강원도 강릉시 성남동 50 중앙시장 지하1층 7호,033-643-6421,37.7539997,128.8985804,2021-12-10
161,중앙시장,대연대게,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 8호,강원도 강릉시 성남동 50 중앙시장 지하1층 8호,033-643-6421,37.7539832,128.898601,2021-12-10
162,중앙시장,고고횟집,09:00-18:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 9,10호","강원도 강릉시 성남동 50 중앙시장 지하1층 9,10호",033-655-0065,37.7540558,128.8985191,2021-12-10
163,중앙시장,영지수산,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 11호,강원도 강릉시 성남동 50 중앙시장 지하1층 11호,033-645-3878,37.7540129,128.8985283,2021-12-10
164,중앙시장,맛나제과,09:00-18:00,마트/식품,강원도 강릉시 금성로 21 중앙시장 지하1층 12호,강원도 강릉시 성남동 50 중앙시장 지하1층 12호,033-647-1672,37.7540218,128.8985273,2021-12-10
165,중앙시장,영남회센터,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 13호,강원도 강릉시 성남동 50 중앙시장 지하1층 13호,033-643-1923,37.7541117,128.8985432,2021-12-10
166,중앙시장,산회나라,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 43~45호,강원도 강릉시 성남동 50 중앙시장 지하1층 43~45호,033-641-4811,37.7541214,128.8986168,2021-12-10
167,중앙시장,영일수산횟집,09:00-18:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 46,47호","강원도 강릉시 성남동 50 중앙시장 지하1층 46,47호",033-645-4748,37.7541661,128.8986775,2021-12-10
168,중앙시장,별미횟집,10:30-22:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 48호,강원도 강릉시 성남동 50 중앙시장 지하1층 48호,033-643-4852,37.7541823,128.898658,2021-12-10
169,중앙시장,안인횟집(1호점),09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 49호,강원도 강릉시 성남동 50 중앙시장 지하1층 49호,033-645-5966,37.7541447,128.8986935,2021-12-10
170,중앙시장,원주횟집,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 65호,강원도 강릉시 성남동 50 중앙시장 지하1층 65호,,37.7541714,128.8987187,2021-12-10
171,중앙시장,창고(66호),,기타,강원도 강릉시 금성로 21 중앙시장 지하1층 66호,강원도 강릉시 성남동 50 중앙시장 지하1층 66호,,37.7541486,128.8986858,2021-12-10
172,중앙시장,창고(67호),,기타,강원도 강릉시 금성로 21 중앙시장 지하1층 67호,강원도 강릉시 성남동 50 중앙시장 지하1층 67호,,37.7541366,128.8986852,2021-12-10
173,중앙시장,혜정이네,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 14호,강원도 강릉시 성남동 50 중앙시장 지하1층 14호,,37.7540268,128.8983758,2021-12-10
174,중앙시장,영아네,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 17호,강원도 강릉시 성남동 50 중앙시장 지하1층 17호,,37.7540283,128.8985246,2021-12-10
175,중앙시장,옥돌상회,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 15호,강원도 강릉시 성남동 50 중앙시장 지하1층 15호,033-643-0097,37.754017,128.8983641,2021-12-10
176,중앙시장,조광상회,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 18호,강원도 강릉시 성남동 50 중앙시장 지하1층 18호,033-648-7415,37.754,128.8984245,2021-12-10
177,중앙시장,강릉한신회센터(16호),09:00-20:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 16호,강원도 강릉시 성남동 50 중앙시장 지하1층 16호,,37.7540203,128.8985655,2021-12-10
178,중앙시장,상아수산,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 19호,강원도 강릉시 성남동 50 중앙시장 지하1층 19호,033-647-4497,37.7540097,128.8985395,2021-12-10
179,중앙시장,해조음수산,06:00-19:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 23,24호","강원도 강릉시 성남동 50 중앙시장 지하1층 23,24호",033-648-2474,37.7540015,128.89516,2021-12-10
180,중앙시장,대경상회(미리네),09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 28호,강원도 강릉시 성남동 50 중앙시장 지하1층 28호,033-641-5504,37.754009,128.8986028,2021-12-10
181,중앙시장,동해바다횟집,10:00-21:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 25,26,27호","강원도 강릉시 성남동 50 중앙시장 지하1층 25,26,27호",033-645-0027,37.7541136,128.8986717,2021-12-10
182,중앙시장,대게랑 젓갈,09:00-18:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 29,30호","강원도 강릉시 성남동 50 중앙시장 지하1층 29,30호",033-641-0809,37.7539776,128.8986423,2021-12-10
183,중앙시장,일심상회,09:00-18:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 31,32호","강원도 강릉시 성남동 50 중앙시장 지하1층 31,32호",,37.7540163,128.8986224,2021-12-10
184,중앙시장,유성상회(20호),09:00-21:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 20호,강원도 강릉시 성남동 50 중앙시장 지하1층 20호,033-647-7943,37.7540221,128.8984539,2021-12-10
185,중앙시장,정아네,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 21호,강원도 강릉시 성남동 50 중앙시장 지하1층 21호,,37.7540111,128.8985308,2021-12-10
186,중앙시장,참맛회센터,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 22호,강원도 강릉시 성남동 50 중앙시장 지하1층 22호,033-645-9964,37.7540063,128.8985394,2021-12-10
187,중앙시장,"유성상회(50,51호)",09:00-21:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 50,51호","강원도 강릉시 성남동 50 중앙시장 지하1층 50,51호",,37.7540831,128.8985573,2021-12-10
188,중앙시장,말똥이네,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 52호,강원도 강릉시 성남동 50 중앙시장 지하1층 52호,033-643-6961,37.7540053,128.8985126,2021-12-10
189,중앙시장,미라수산,09:00-18:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 33,34호","강원도 강릉시 성남동 50 중앙시장 지하1층 33,34호",033-652-4889,37.7540198,128.8985658,2021-12-10
190,중앙시장,산회나라2호점,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 53호,강원도 강릉시 성남동 50 중앙시장 지하1층 53호,,37.7540135,128.8985822,2021-12-10
191,중앙시장,안인진만이네,09:00-18:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 54,55호","강원도 강릉시 성남동 50 중앙시장 지하1층 54,55호",033-648-6316,37.7540118,128.8986114,2021-12-10
192,중앙시장,별주부횟집,10:00-21:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 35~37호,강원도 강릉시 성남동 50 중앙시장 지하1층 35~37호,033-647-2471,37.7539393,128.8986875,2021-12-10
193,중앙시장,신흥상회,09:00-18:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 56,57호","강원도 강릉시 성남동 50 중앙시장 지하1층 56,57호",033-642-1042,37.753942,128.8986798,2021-12-10
194,중앙시장,대게사랑,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판31호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판31호,,37.7541315,128.8985492,2021-12-10
195,중앙시장,중앙수산,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판30호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판30호,,37.7540996,128.8986206,2021-12-10
196,중앙시장,대게마을,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판29호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판29호,033-643-9210,37.7541413,128.8986962,2021-12-10
197,중앙시장,남현이네,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판32~34호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판32~34호,033-648-8527,37.7540473,128.8986187,2021-12-10
198,중앙시장,부광회,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판35호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판35호,033-648-8600,37.7540686,128.898605,2021-12-10
199,중앙시장,만석수산,09:00-18:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 어판14,15호","강원도 강릉시 성남동 50 중앙시장 지하1층 어판14,15호",033-648-0899,37.7539999,128.8986792,2021-12-10
200,중앙시장,남애할머니,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판18호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판18호,033-645-9424,37.7540104,128.8988139,2021-12-10
201,중앙시장,인교상회,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판16호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판16호,033-648-0899,37.7540069,128.8986662,2021-12-10
202,중앙시장,대선이네,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판13호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판13호,033-646-5270,37.7539919,128.8988468,2021-12-10
203,중앙시장,성숙이네,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판28호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판28호,033-646-8802,37.7541476,128.8986726,2021-12-10
204,중앙시장,윤진네대게집,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판27호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판27호,033-645-4146,37.7541846,128.8986641,2021-12-10
205,중앙시장,말똥이네2호점,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판26호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판26호,,37.7541348,128.8986873,2021-12-10
206,중앙시장,연자네,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판25호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판25호,033-646-5880,37.7541119,128.8987082,2021-12-10
207,중앙시장,금자엄마,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판24호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판24호,,37.7541032,128.8987285,2021-12-10
208,중앙시장,뚜기네,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판23호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판23호,,37.7541041,128.898719,2021-12-10
209,중앙시장,미래수산,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판22호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판22호,,37.7540522,128.8988318,2021-12-10
210,중앙시장,광우네조개,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판21호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판21호,,37.7541083,128.8987662,2021-12-10
211,중앙시장,정님이엄마,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판20호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판20호,,37.7541306,128.897228,2021-12-10
212,중앙시장,빈점포(어판19호),,기타,강원도 강릉시 금성로 21 중앙시장 지하1층 어판19호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판19호,,37.7540647,128.8987854,2021-12-10
213,중앙시장,영광의집,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판9호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판9호,,37.7540208,128.8988737,2021-12-10
214,중앙시장,빈점포(어판8호),,기타,강원도 강릉시 금성로 21 중앙시장 지하1층 어판8호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판8호,,37.7540574,128.8987907,2021-12-10
215,중앙시장,빈점포(어판7호),,기타,강원도 강릉시 금성로 21 중앙시장 지하1층 어판7호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판7호,,37.7540703,128.898782,2021-12-10
216,중앙시장,성호엄마,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판12호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판12호,,37.7540264,128.8988822,2021-12-10
217,중앙시장,현주이모,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판10호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판10호,033-645-2816,37.7540232,128.8988778,2021-12-10
218,중앙시장,오길이네,09:00-18:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 어판4,5호","강원도 강릉시 성남동 50 중앙시장 지하1층 어판4,5호",033-643-2989,37.7540631,128.8988461,2021-12-10
219,중앙시장,모녀조개,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 어판6호,강원도 강릉시 성남동 50 중앙시장 지하1층 어판6호,033-642-8534,37.7540384,128.8988704,2021-12-10
220,중앙시장,강릉얼음,09:00-18:00,기타,강원도 강릉시 금성로 21 중앙시장 지하1층 88호,강원도 강릉시 성남동 50 중앙시장 지하1층 88호,033-646-5005,37.7541931,128.8986821,2021-12-10
221,중앙시장,광덕물산(68호),09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 68호,강원도 강릉시 성남동 50 중앙시장 지하1층 68호,033-647-5051,37.7541389,128.8986747,2021-12-10
222,중앙시장,영동회센터2호점,09:00-18:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 69,70호","강원도 강릉시 성남동 50 중앙시장 지하1층 69,70호",,37.7541389,128.8986747,2021-12-10
223,중앙시장,영동회센터(72호),09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 72호,강원도 강릉시 성남동 50 중앙시장 지하1층 72호,,37.7541132,128.8987176,2021-12-10
224,중앙시장,광덕물산(71호),09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 71호,강원도 강릉시 성남동 50 중앙시장 지하1층 71호,,37.7541454,128.8987005,2021-12-10
225,중앙시장,영일상회,09:00-18:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 73,74호","강원도 강릉시 성남동 50 중앙시장 지하1층 73,74호",033-646-4911,37.7541442,128.8987615,2021-12-10
226,중앙시장,영진수산,09:00-18:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 75,76호","강원도 강릉시 성남동 50 중앙시장 지하1층 75,76호",033-648-5005,37.7541846,128.8986641,2021-12-10
227,중앙시장,영동회센터(77호),10:00-20:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 77호,강원도 강릉시 성남동 50 중앙시장 지하1층 77호,,37.7541373,128.8987356,2021-12-10
228,중앙시장,여자화장실,,기타,강원도 강릉시 금성로 21 중앙시장 지하1층,강원도 강릉시 성남동 50 중앙시장 지하1층,,37.7540269,128.8988737,2021-12-10
229,중앙시장,남자화장실,,기타,강원도 강릉시 금성로 21 중앙시장 지하1층,강원도 강릉시 성남동 50 중앙시장 지하1층,,37.7540307,128.8989166,2021-12-10
230,중앙시장,진리상회,09:00-18:00,마트/식품,강원도 강릉시 금성로 21 중앙시장 지하1층 38호,강원도 강릉시 성남동 50 중앙시장 지하1층 38호,033-641-1904,37.7539509,128.8985897,2021-12-10
231,중앙시장,아름회센터,09:00-18:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 39,40호","강원도 강릉시 성남동 50 중앙시장 지하1층 39,40호",033-646-6592,37.7539588,128.898626,2021-12-10
232,중앙시장,은총횟집,10:00-21:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 41,42호","강원도 강릉시 성남동 50 중앙시장 지하1층 41,42호",033-642-1329,37.753956,128.8986148,2021-12-10
233,중앙시장,봉지수산,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 58호,강원도 강릉시 성남동 50 중앙시장 지하1층 58호,033-647-1186,37.7539785,128.8987023,2021-12-10
234,중앙시장,강릉닭발편육,09:00-18:00,마트/식품,강원도 강릉시 금성로 21 중앙시장 지하1층 59호,강원도 강릉시 성남동 50 중앙시장 지하1층 59호,033-655-2775,37.7539627,128.8986833,2021-12-10
235,중앙시장,명동얼음,09:00-18:00,기타,강원도 강릉시 금성로 21 중앙시장 지하1층 60호,강원도 강릉시 성남동 50 중앙시장 지하1층 60호,033-655-5401,37.7540166,128.8988324,2021-12-10
236,중앙시장,신흥수산,09:00-18:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 61,62호","강원도 강릉시 성남동 50 중앙시장 지하1층 61,62호",033-642-8210,37.7539864,128.8988219,2021-12-10
237,중앙시장,도마횟집,11:00-00:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 63호,강원도 강릉시 성남동 50 중앙시장 지하1층 63호,0507-1343-1575,37.7540007,128.8988686,2021-12-10
238,중앙시장,혜정상회,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 64호,강원도 강릉시 성남동 50 중앙시장 지하1층 64호,033-648-1549,37.7540097,128.8988747,2021-12-10
239,중앙시장,강릉중앙물회,09:00-18:00,수산물,"강원도 강릉시 금성로 21 중앙시장 지하1층 78,79호","강원도 강릉시 성남동 50 중앙시장 지하1층 78,79호",033-647-8884,37.7540354,128.898875,2021-12-10
240,중앙시장,상지식품,09:00-18:00,마트/식품,강원도 강릉시 금성로 21 중앙시장 지하1층 80호,강원도 강릉시 성남동 50 중앙시장 지하1층 80호,033-642-2552,37.7540255,128.8988585,2021-12-10
241,중앙시장,평남상회,09:00-18:00,수산물,강원도 강릉시 금성로 21 중앙시장 지하1층 81호,강원도 강릉시 성남동 50 중앙시장 지하1층 81호,033-648-5597,37.7540272,128.8988624,2021-12-10
