번호,통화일시,신고내역(위치),동물종
703,2022-10-28 08:29,도로에 고라니 사체 - 과학단지로58-13  그앞으로 지나가면 코너가 있음.  고라니 사체  ( 포크레인 지나서 언덕배기 올라가면 코너에 있음),고라니
704,2022-10-28 16:37,"고라니 사체 요청 - 중앙고 후문 오른쪽 밭 건너편 , 고라니 사체",고라니
705,2022-10-28 17:01,"중앙고 후문기준으로 건너편에 코너가있음.. ( 원마트 , 강릉중학교 가는길 쪽 건너편 ,강릉중학교에서 중앙고로 쭉가는보면 원마트 가려면 코너를  돌아야됨. 코너돌기전에 풀숲있음. ",불명
706,2022-11-01 10:27,고양이 사체 - 노암동 강남당구장 건너편에 전봇대가 있는데 거기에 삼색이 고양이 사체/ 임영로 26번길 3 ,고양이
707,2022-11-02 15:30,다친새 도움 요청.내곡동 남산삼익아파트 201동1~2호 라닌 1층 현관입구에 있음.,새
708,2022-11-02 17:35,동물사체 처리 요청( 내곡동 형분식집가게앞 ),불명
709,2022-11-04 08:37,"7번국도 상 고양이 로드킬, 청솔공원입구 삼거리 부근 중앙선에 있다고하심.",고양이
710,2022-11-04 08:59,바닷가 거닐다보니 바다새가 다리 다쳐서 움직이지 못하고 있음. 송정바닷가 새로 지은 리조트 부근 ,새
711,2022-11-07 08:47,시청앞에 시내방향 도로에 동물 사체가 있음. 고라니 같기도 함.,고라니
712,2022-11-07 10:11,연곡면 멧돼지 사체 신고,멧돼지
713,2022-11-07 14:04,포남동 백조아파트 - 아파트 3동 바로뒤에 죽은고양이 있음.,고양이
714,2022-11-08 14:08,강릉즈므고가에서 강릉방향 로드킬 신고 전화를 주심 ,불명
715,2022-11-08 15:17,로드킬 신고 -> 교동택지 메가커피 도로변 앞에 고양이 로드킬 신고 ,고양이
716,2022-11-09 08:31,"로드킬 - 영전-> 시내방향으로 1,2차선 사이에 있음. 고라니인지 개인지 모르겟음",고라니 or 개
717,2022-11-10 10:15,난설헌로아쿠아리움 입구 씨유 고양이 사체,고양이
718,2022-11-10 11:23,향호저수지옆 군부대 앞 도로에 동물사체,불명
719,2022-11-10 17:24,포남동 작은아씨 식당 가작로 상봉고양이 사체,고양이
720,2022-11-11 16:52,서부지구대- 다친 고라니 도움요청위치 : 소목길113-30번지 근처  도로공사 옆 굴다리,고라니
721,2022-11-15 12:10,[로드킬]포남동 이디아 커피숍앞 비둘기 사체처리,비둘기
722,2022-11-17 09:46,청량동 언덕 위 예전 마을슈퍼 앞에 고라니 다쳐 있다고 전화를 주심  ,고라니
723,2022-11-17 13:28,[로드킬]고라니 - 시청 바로 앞 홍제고가 지나 영동대 방향  큰길마트 앞,고라니
724,2022-11-18 09:06,로드킬 동물 사체 - 입암동금호어울림 ~ 새로 도로난 곳 쪽 로타리 가기 전 도로 중간에 오른쪽 차선 고양이 사체 있음,고양이
725,2022-11-18 10:27,메디팜 약국~ 디스커버리 옷가게 사이 골목 안에 고양이 로드킬 있다고 전화를 주심 ,고양이
726,2022-11-18 13:29,고라니 사체 - 샌드파인 골프장 입구에서 경포쪽으로 내려오는 대로변 도로에 있음,고라니
727,2022-11-21 08:28,한양만두 사거리에서 강릉역방향으로 내려가면 고양이 사체 ,고양이
728,2022-11-21 09:26,고양이 로드킬 -> 경강로 2213번길 (디자인데코 건물) 바로 옆 골목에 고양이 로드킬 ,고양이
729,2022-11-21 17:37,"고양이 사체 - 강릉원주대학교 정문 진출입로 부근 신호있는 사거리, 경포방면 도로",고양이
730,2022-11-23 10:10,"경강로 2015번길 21-1, 보일러실 고양이 로드킬 (위치는 직접 설명해주신다고 함)",고양이
731,2022-11-24 08:37,고양이 사체 - 구정하나로마트 앞에 언덕,고양이
732,2022-11-24 08:54,로드킬- 구정하나로마트에서 바로 위에 고속철도 다리 사이에 있음. 고양이 ,고양이
733,2022-11-24 15:59,"용지각길8, 고양이사체 ",고양이
734,2022-11-25 16:19,도로 고양이가 죽어 있음. 공항길 19강릉시니어클럽 바로 앞. ,고양이
735,2022-11-25 16:22,로드킬 -> 병산동 시니어클럽 맞은편 도로변 고양이 로드킬 ,고양이
736,2022-11-25 17:51,주문진 대게한마당 가게 앞 고양이 사체 ,고양이
737,2022-12-01 11:39,"내곡동, 범일로 547 건물 주차장, 고양이 사체 ",고양이
738,2022-12-01 14:55,[로드킬] 왕산 대기리 547번지 농노길에 고라니 사체  ,고라니
739,2022-12-02 08:54,정동진방향으로 하슬라아트월드 바로 직전 고양이 로드킬 ,고양이
740,2022-12-05 16:16,흰색강아지 로드킬신고위치 : 박월동 강릉수영장에서 강릉시청방향의 7번국도상.,강아지
741,2022-12-05 16:18,[로드킬]강릉시청~7번국도 타고 가다보면 내곡동과 노암동 빠지는 길 사거리에서 안인뱡향으로 500미터쯤  중형흰색강아지가 도로에 누워있음,강아지
742,2022-12-06 10:49,"농산물시장-남강릉 가는 방향학산교차로 사거리 가기 전, 1차선 고라니 사체",고라니
743,2022-12-06 11:32,고양이 사체 - 내곡한라아파트 앞 디스카운트마트,고양이
744,2022-12-07 14:02,안인에서 강릉방향 7번국도 무지개주유소 조금 지나서 고양이 로드킬,고양이
745,2022-12-08 17:36,[로드킬] 시내 기업은행 택시승강장 고양이사체,고양이
746,2022-12-09 12:55,노암동 임영로 41 고양이 사체  마노 카페앞,고양이
747,2022-12-12 17:05,"고양이사체, 오리나루5길 16-3 쓰레기장옆 전봇대에 있다고함.",고양이
748,2022-12-13 11:43,북강릉 톨게이트(속초~강릉) 나와서 고양이 사체 있음. 7번국도 나가기 전에 있음,고양이
749,2022-12-15 09:05,고라니사체 - 회산 제비리 물류센터 도롯가 (구정~회산) ,고라니
750,2022-12-15 13:04,"주문진버스터미널~도립대방향,  큰다리건너 바로 고양이사체 있다고 연락주심",고양이
751,2022-12-16 08:46,"고양이사체, 초당할머니순두부 가게 옆(초당순두부길77)",고양이
752,2022-12-16 11:12,골목길에 고양이 사체 있음.(성산)성산면 구산길 70-5 초록색담 옆에 종이박스안에 있음,고양이
753,2022-12-16 12:43,고양이 로드킬 신고.장용국색소폰아카데미 와 모두투어 앞 가로수밑에 있음.,고양이
754,2022-12-19 12:13,"노루 사체, 강릉시 운정동 649번지, 경포대 지나서 초당 순두부 들어가는 입구 쪽(인도 위에) . 초당순두부400년집,",노루
755,2022-12-20 09:06,"고라니 사체- 7번국도 상, 정동진으로 나가는 길, 구룡교에서 마을로 들어가는 길에 성산조경 입구.",고라니
756,2022-12-20 09:58,"시내에서 이마트방면, 용지각 조금 지나서 있음. 도로에 고양이 사체",고양이
757,2022-12-20 14:44,"고양이 사체 - 방동리 781번지, 전원주택이 많고, 아산병원 뒤쪽길",고양이
758,2022-12-20 15:09,고양이 로드킬 신고.(남항진 컨벤션웨딩홀 근처에 미돈삼겹살 맞은편 길에 있음),고양이
759,2022-12-21 14:20,"주문진 -> 강릉방향 해안도로 가는 길, 테라로사 인근 차량부딪혀서 고라니가 다쳐서 못 움직임. 다리만 다친거같음. 도로 가운데있음",고라니
760,2022-12-26 08:53,로드킬 -> 구정학산교에서 남강릉IC 방향 도로변에 고양이 로드킬,고양이
761,2022-12-26 13:11,[로드킬]고라니 사체 박월동 315  도로상 간판이 있은곳에서 100미터~200미터 지점,고라니
762,2022-12-28 08:36,"110, 로드킬 - 진고개로쪽, 연곡에서 진고개로 올라가는 방향 사체 있음. 고라니 , ( 소금강 지나서 송천방향 ) ",고라니
763,2022-12-28 10:10,성산면 관음리 - 성산면 314(보안등번호) 바로앞 고라니 로드킬 천왕사절 조금 지나서 있다고 함 ,고라니
764,2022-12-29 10:02,강릉시 강동면 상시동리 상시교 다리 근처 고라니 로드킬 신고 문의,고라니
765,2022-12-30 10:03,허균생가 초당한식 간판 앞에 고양이 사체,고양이
766,2022-12-30 13:07,"강동면에서 시내방향, 전투비행단 교차로 1km전에 있다고 함. 축종: 개",개
767,2023-01-02 12:38,"사천 농업기술센터 입구, 고라니사체",고라니사체
768,2023-01-02 17:29,"영동초교 정문부근, 큰새 로드킬",새
769,2023-01-03 08:38,"노암동 삼흥사 앞( 노암등길 102), 고양이 사체",고양이
770,2023-01-09 09:07,"도로 고라니 사체 - 7번국도, 주문진에서 읍사무소 가는 7번 국도주문진 읍사무소 로터리 지나서 양양방향 7번 국도 200미터정도앞 , 중앙 분리선 ",고라니
771,2023-01-10 10:27,고라니 사체 - 성산면 남밭다리 바로 위에 있음 ,고라니
772,2023-01-10 17:22,도로고양이 사체있음경포오거리~ 경포대 가는방향 ,고양이
773,2023-01-16 14:49,로드킬 -> 성산면 보광리 들어가는 입구 민들레동산에서 강릉방향 나오는 방향 강아지 로드킬 신고 ,강아지
774,2023-01-17 12:13,7번 국도 주문진읍사무소 사거리 표지판 있는 도로변 로드킬,불명
775,2023-01-17 16:27,국민콜 -> 고양이 로드킬 신고 : 회산동 점핑조이 건너편 바로앞 도로변에 고양이 로드킬 신고 전화를 주심 ,고양이
776,2023-01-18 18:16,로드킬 -> 농고 후문쪽에서 6주공 가는 방향 로드킬 ,불명
777,2023-01-19 13:46,"동물사체, 고양이사체- 죽헌동 포항칼라강판 앞 도로 중앙선에 있음",고양이
778,2023-01-25 11:41,강릉대학교 정문에서 7번국도 오죽헌 방향 고양이 로드킬 신고 ,고양이
779,2023-01-25 13:14,"홈플러스쪽에 로드킬 , 고양이 ( 회전교차로 가기전, 홈플러스를 앞에 보고 )",고양이
780,2023-01-26 09:54,"소금강 가는길, 퇴곡리 사거리 도로에 강아지 로드킬",강아지
781,2023-01-27 08:57,"로드킬- 난곡행정길  67 ( 샌드파인 골프장 뒷길에서 내려오는길. . 난곡길 큰길 ,아이리스 펜션쪽에서 난곡행정길로 내려오는길. )노란 고양이 사체",고양이
782,2023-01-31 12:16,고양이 사체 - 회부산로 18번길 14 주소에 있음,고양이
783,2023-01-31 12:57,[로드킬]강동면 메이플비치골프장 주차장 고양이사체,고양이
784,2023-02-01 08:51,"로드킬신고-코지마안마,기아자동차근처",불명
785,2023-02-01 09:05,새가 벽에 부딪혔는지 날지 못하고 있다고 함.영진1길 35-13,새
786,2023-02-02 11:04,"고양이사체, 강릉경찰서에서 동도센트리움 아파트 가는 도로에 있음",고양이
787,2023-02-03 11:24,로드킬-> 아산병원에서 주문진 방향 에쓰오일 도로변 인도쪽 로드킬 신고,불명
788,2023-02-06 09:48,남강릉아이시 나와서 고라니 사체 박월동 수영장 가기전이라고함,고라니
789,2023-02-08 14:22,읍면동 >> 읍면동 >> 동물사체(로드킬) 우리주유소 코너쪽에 고양이 로드킬( 나래자동차매매상사),고양이
790,2023-02-08 15:32,로드킬 -> 사근진해변 바다마트 바로 앞 고양이 로드킬 ,고양이
791,2023-02-09 09:37,강변로 534번안길 21세기 기업 바로 뒤 담벼락 쪽 고양이 로드킬 신고 ,고양이
792,2023-02-14 15:37,"[로드킬]낭항진들어가는 입구 도로 중간쯤 세인트? 진입하는 다리 쪽, 강아지 사체",강아지
793,2023-02-17 15:17,고양이사체 신고.연곡면 영진길87 건물뒷편 골목길에 있음.,고양이
794,2023-02-17 17:07,[로드킬] 구정학산 오독떼기 전시관 살짝지나서~ 테라로사 방향 흰강아지 사체있음,강아지
795,2023-02-20 15:04,치대앞에 주차장이 있음 주차장 뒤에 컨테이너박스가 두개가 있음. 고양이 사체가 있음. ,고양이
796,2023-02-21 16:47,고라니 다쳐 있다고 문의 -> 머구리횟집 안목사거리 (피터콤마루 주차장),고라니
797,2023-02-22 12:12,"안현동 입구쪽, 만고개가든  앞에 고양이사체있음",고양이
798,2023-02-23 08:53,"과학단지-> 주문진 넘어가는 다리 . 즈므고가 지나서 과학단지 해양바이오 1 그 근처 고라니 사체 있음. 주문진 방향에서 즈므 들어가는 해양바이오 과학단지 위치,",고라니
799,2023-02-24 16:56,로드킬 신고 -> 박월동 마을 회관 바로 앞 고라니로드킬,고라니
800,2023-02-27 15:03,"동물을 쳤음, 위치 - 송정해변 신도브래뉴 아파트 부근,  그 앞 리조트인가 콘도 1층 뉴욕야시장, 세븐일레븐 앞 도로 송정~안목해변 / 고라니",고라니
801,2023-02-28 09:27,도로 사체 회산로 339번길 도로 한신더휴 가는 큰도로 고양이,고양이
802,2023-02-28 09:52,도로 고양이사체 회산로 339번길 도로 한신더휴 가는 큰도로 ,고양이
803,2023-03-02 08:34,고양이 사체 신고.제비리로 올라가는 삼거리에서 영동전문대학교 가기전에 고양이 사체 있음.,고양이
804,2023-03-03 14:16,입암동 더샵아파트 후문(중앙당구장 앞에) 비둘기 떨어져 죽어있음.,비둘기
805,2023-03-06 12:41,"로드킬 사체, 고양이나 강아지. 위치 경포~ 과학단지 쪽 가는 길, 중국집이 있는 곳",고양이
806,2023-03-09 10:03,110번 로드킬신고: 고라니 사체 있음. 위치: 영동대학교에서~ 홍제동으로 내려가는길 ,고라니
807,2023-03-10 17:28,7번국도-주문진에서 양양가는길 주문진읍사무서 가기전 고양이 사체,고양이
808,2023-03-14 12:25,버드나무브루어리(경강로1961) 앞 강릉ic 방향 도로 2차로에 고양이사체 ,고양이
809,2023-03-14 13:06,[로드킬] 주소: 시내에서~홍제동사무소 가는길 고양이 사체있음,고양이
810,2023-03-14 13:12,강릉의료원 근처 고양이 사체 ,고양이
811,2023-03-14 17:37,[로드킬]영동전문대 2차선 도로 알뜰주유소 위에 도로 시내방향),불명
812,2023-03-16 17:04,"고양이사체, 교동택지3주공부근 센스안경점 앞이라고 함.",고양이
813,2023-03-20 10:05,관동대 24-1 앞에 공원이 있는데 케이트볼 근처 고양이 사체,고양이
814,2023-03-20 12:04,초당 강릉불고기 갤러스 밥스 사이 도로 대로변 고라니 로드킬 신고 전화를 주심 ,고라니
815,2023-03-21 13:41,로드킬 신고 -> 포남동우체국 길건너편 세차장 인도 쪽에 고양이 로드킬 ,고양이
816,2023-03-22 09:37,동물 사체 - 어흘리 141번지 뒷변에 고라니인지 뭔지는 모르겠지만 꼬리를 자르고 또랑에 버려놔서 냄새가 심하닥 빨리 치워달라요청하심,고라니 추정
817,2023-03-23 17:26,동물사체 신고형제막국수~현대오일뱅크 사이구간에 있음.,불명
818,2023-03-23 17:44,강릉교도소옆 사임당들어가는 초입 고라니 사체,고라니
819,2023-03-23 18:23,"월화거리 옆, 시장길가 고양이 사체  ( 성광식육점 앞) ",고양이
820,2023-03-27 09:43,로드킬 -> 강릉원주대 풍천장어 운동장 들어가는 인도 나무쪽 고양이 로드킬 신고 ,고양이
821,2023-03-27 11:45,"야생동물 -빌라거주, 빌라앞에 공작같이 크고 하얀새가 못 나가고 있음. 건물안을 돌아다니고 있음",새 (공작 추정)
822,2023-03-31 09:01,"강여고 맞은편 KT&G, 인도에 고양이가 있다고 연락주심",고양이 
823,2023-04-04 13:21,사임당로 경포방향으로 가다가 리더클럽 골프장 근처,불명
824,2023-04-07 10:04,양양~주문진방향으로 주문진읍사무소 약간 못미처 고라니사체 있음.,고라니
825,2023-04-10 08:45,고양이로드킬 신고.7번국도  연곡버스승강장(강릉으로 나오는 방향)조금 지나서 2차선 도로에 고양이 사체 있음.,고양이
826,2023-04-10 14:05,로드킬 ->왕산면 목계리 백두대간로 1470 에서 임계방향으로 50미터 정도 올라가다보면 수로에 빠져 있다고 함(강아지 로드킬),강아지
827,2023-04-11 08:50,로드킬 ->포남동 이마트 바로 앞 도로변 고양이 로드킬,고양이
828,2023-04-11 09:09,[로드킬]이마트~송정롯데칠성 도로앞 고양이 사체,고양이
829,2023-04-11 15:29,연곡부영 2단지 204동 지하에 고라니 구조 요청 ,고라니
830,2023-04-12 08:45,사천공공하수처리장  앞에 고양이 사체 있음.,고양이
831,2023-04-12 08:50,라꼬시나 앞(난설헌로228-13). 고양이사체,고양이
832,2023-04-17 13:36,"시내 쪽~ 성산으로 들어가는 방면, 영동전문대학교 가기 전 중앙분리대 쪽에 고양이같은 사체가 있음",고양이
833,2023-04-17 14:18,"도로 동물 사체  , 시내-> 고속도로 올라가는 4차선 도로  ( 시청으로 갈라지는 로터리에서  강릉IC방향으로 올라가다가 사임당로 갈라지는 부근  중앙선, 고양이 사체",고양이
834,2023-04-17 17:41,"[로드킬]사임당로에서 아이씨 뱡향, 유천교지나서 이차선과 자전거도로 사이 야생 동물사체",불명
835,2023-04-18 17:31,"7번국도에 고라니 사체   (남강릉IC나와서 7번국도 타고 정동진 나가는 입구쪽, ) ",고라니
836,2023-04-20 08:48,노루사체 신고.구정 삼교리막국수 가기전 인도에 있음.,노루
837,2023-04-20 08:56,"고양이사체, 박월길 124-1 ",고양이
838,2023-04-20 09:03,박월길 124-1 들고양이가 도롯가 집 근처 로드킬.. 맞은편에 톡구 라는 카페,고양이
839,2023-04-21 10:48,[로트킬]정원로 8 가로등 고양이 사체 ,고양이
840,2023-04-25 13:44,"동해~강릉방향, 한라시멘트 항만공장입구~강릉방향, 옥계역교차로 감나무식당 지나고 주수교차로 지나 다리위에 노루사체 있다고함",노루
841,2023-04-26 10:05,강릉에서 화력발전소 가는 방향 / 화력 발전소 거의 다 와서 고양이 로드킬 ,공ㅇ이
842,2023-04-26 15:24,강릉에서 화력발전소 바로 앞 버스 승강장 바로 고양이 로드킬 신고 전화 주심 ,고양이
843,2023-04-27 10:12,7번 국도 강릉-> 옥계가는 방향. 동해 2터널 지나서 도롯가에 고라니 사체,고라니
844,2023-05-02 09:03,큰개가 죽어있음. 금호어울림 새로난 도로 ( 농수산물로 가는 새로운길쪽에 로터리 두번째가기전 현대 주유소 맞은편 인도가까이쪽에 있음. ),큰 개
845,2023-05-02 09:08,국토관리사무소 인입 / 안인에서 강릉 방면으로 가다  유선교에서 밑으로 내려가는 길이 있는데 농협 주유소 사이 길에 동물 사체 신고  ,불명
846,2023-05-02 16:29,강릉시 주문진읍 시장길 35-2 고양이 사체,고양이
847,2023-05-03 08:56,로드킬 -> 남항진 솔바람다리 앞쪽 gs 편의점 앞 도로변 고라니 로드킬 신고,고라니
848,2023-05-03 09:50,국민콜-주문진읍 고양이사체  중앙시장 구인당식당,고양이
849,2023-05-03 10:40,"로드킬(너구리,야생) - 주문진 강릉나가는방향 아산병원 네거리 신호등 조금전에 있다함",너구리
850,2023-05-03 18:08,[로드킬] 7번국도- 법원~강릉원주대 방향 원주대 못미처 중앙분리대  고양이 사체,고양이
851,2023-05-04 13:14,"110, 로드킬 고양이 - 입암동 성덕초앞에 입암지하차도 아래쪽에 있음. ",고양이
852,2023-05-04 16:20,"두루미 구조요청 , 주문진 신리천에 새가 움직이지 못하고 있음. 큰다리밑 모래있는곳 초대그리스교회앞,",두루미
853,2023-05-09 09:21,국도관리사무소 : 로드킬 -> 주문진~강릉 방향 즈므고가 조금 지나서 삼거리 신호등 가기전 ,불명
854,2023-05-10 09:05,동물사체 로드킬 신고사천방향으로 청솔공원 들어가는 잆구 3거리쯤.,불명
855,2023-05-11 09:00,제비처럼 보이는 새가 죽어있음. 강릉7차 아파트 놀이터,새 (제비 추정)
856,2023-05-15 15:54,고라니사체 신고.초당동349-1번지(소나무숲 중간지점에 있음.),고라니
857,2023-05-18 13:09,고양이 로드킬 강릉초등학교 앞 토성로 110 ,고양이
858,2023-05-18 16:36,법원에서 오죽헌방향으로 오죽헌앞 큰도로에 고양이사체 있음.,고양이
859,2023-05-22 12:43,로드킬 신고  - 주문진 1농공단지  금영식품회사 앞에 고양이 사체,고양이
860,2023-05-22 13:50,국민콜 110 인입/ 동물사체 건비둘기처럼 보이는 동물 사체 / 유니클로 바로 앞 ,비둘기
861,2023-05-23 09:44,"강릉~과학단지방향, 굴다리 지나기전 고양이사체",고양이
862,2023-05-24 09:30,북부 지구대 - 고라니 / 신왕초등하교 수금강 방면 2키로 ,고라니
863,2023-05-24 09:56,"고라니 로드킬, 위치 : 7번국도 위 자이아파트 ~정동진방향 직진인데 모산쪽으로 우회전해서 빠지기전에 도로위에 있음",고라니 
864,2023-05-24 12:01,왕산면 왕산로 2157-7 오는 길 댐에서 올라 오시다 보면 전원주택 짓는 단지 라인으로 타이거맥주 앞,불명
865,2023-05-24 12:33,"너구리구조요청, 판교이설당2길 67",너구리
866,2023-05-25 08:32,"남항진입구, 정류장명-반쟁이,(최영장군사가 입구)-고양이사체성덕로186(바다를사랑한 용감한고양이네) 건너편",고양이
867,2023-05-26 09:03,동물 유기동물 - 길고양이 강릉원주대 기숙사쪽 솔향관 밑에 씨유앞쪽 고양이 사체  ,고양이
868,2023-05-26 16:40,"고라니 사체, 시내에서 남강릉ic 방면 7번국도 위 (문모텔,칠성로287 근처)",고라니
869,2023-05-30 08:46,"7번국도 위, 강릉시청에서 7번국도 합류하자마자 바로 앞에있음. 고양이 시체",고양이
870,2023-05-30 08:51,"시청에서 동해방향 7번국도 합류되는 지점부근, 고양이사체",고양이
871,2023-05-30 11:51,"로드킬 -> 강릉에서 주문진 방향 구라미 온천 조금 지나서 현대오일뱅크, 현대오일뱅크 지나서 로드킬 총2건 위치 말씀해주심 ",불명
872,2023-05-31 17:12,이마트 앞 광덕식당 바로 앞에 장미꽃화단이 있는 곳에 고양이가 죽어있음 로드킬 당한 고양이 사체,고양이
873,2023-06-01 10:48,"사임당로 경포방향, 리더스클럽 지나서 고라니 사체 있다고 연락주심",고라니
874,2023-06-01 17:25,"사체 - 고양이 , 왕산에서 임계가는 쪽으로 샘터휴게실 , 임계방향으로 있음",고양이
875,2023-06-02 08:52,"과학단지~경포방향, 경포스테이195펜션 앞, 고양이사체",고양이
876,2023-06-07 09:02,뒷마당 길고양이 로드킬 홍제로 12번길 5-8,고양이
877,2023-06-07 09:49,"고라니사체, 정동진 우성레미콘에서 7번국도 방향=> 우회전 후 오르막차선에 있다고 하심.",고라니
878,2023-06-07 12:11,국민콜 110 /도로에 고라니 있음 남산한라 아파트 뒤쪽 삼익타워맨션 옆에 사거리,고라니
879,2023-06-09 08:45,"홍제회전교차로~강릉의료원 나가는방향 , 고양이인지 개인지 사체있다고 하심.",고양이 or 강아지
880,2023-06-09 10:02,로드킬 / 고양시/ 테라로사 본점 가는 길에 개성만두 조금 지나서 있음,고양이
881,2023-06-12 12:56,강남동주민센터 건너편 도로에 다친고라니가 쓰러져있다고 하심.,고라니
882,2023-06-12 14:58,고양이 사체 - 옥계면 도직길  4-23하얀천에 싸놨음. 누가 약을 먹인거같음. 침을 흘리면서 대변을 보면서  죽었음,고양이
883,2023-06-13 08:51,"강릉시청 앞에서 좌회전해서 7번국도 타는 길, 새끼고양이 사체",고양이
884,2023-06-14 12:08,[로드킬]남항진 바닷가 쪽 안을  들어가다보면 (해변입구쪽) 도로  고양이 사체,고양이
885,2023-06-14 12:49,고양이 사체 - 하평4길 30 1층 네일103 앞 박스안에 넣어두심,고양이
886,2023-06-14 14:14,고양이 사체 - 성남동 수협종합판매점 맞은편 약속다방 앞. ,고양이
887,2023-06-15 08:59,유기견 신고 -> 5일동안  남산초등학교 석미모닝아파트 1차 101동 산쪽에 강아지가 있다고 전화를 주심 ,강아지
888,2023-06-15 09:04,로드킬/ 새끼 고양이 양주로 77번길 14 ,고양이
889,2023-06-15 13:29,로드킬 강남축구공원 가는 길에 주민센터 방향 어린이보호구역 2차선,불명
890,2023-06-15 17:15,"공항대교 다리위, 남항진~안목방향 1차선, 고양이사체",고양이
891,2023-06-16 13:34,강릉 이마트~ 뚝방쪽으로 가는 도로변 고양이 로드킬 ,고양이
892,2023-06-19 09:04,로드킬/ 고양이 / 강릉경찰서 사거리 르노코리아 포남점 입구,고양이
893,2023-06-19 09:24,고양이 사체 / 교동 광장로 163 부영5차 로아스빌 정문쪽 도로 신고자 연락처,고양이
894,2023-06-19 09:35,"고양이사체, 부영5차 201동앞 도로변, ",고양이
895,2023-06-19 09:50,새 두마리 로드킬 당함. 6.25남친 사탑 올라가는 길에 있음. 다우리 모텔에서 올라가는쪽  ,새
896,2023-06-19 17:38,버스정류장옆에 배수로 사체가 있음.  왕산 도마리  둔지마을 버스정류장  ( 강릉 방향)  고라니 ,고라니
897,2023-06-20 09:32,국민콜- 고양이 사체(강릉단오제)경찰서앞에 횡단보도,고양이
898,2023-06-20 10:04,"고양이사체, 자활센터 맞으편 강릉초교 넘어가는길 언덕꼭대기 부근 전봇대쯤 사체가 있다고 함.이안아파트 현수막아래라고 함.",고양이
899,2023-06-20 15:13,옥천동 타이어뱅크  회전교차로 고양이 로드킬,고양이
900,2023-06-20 15:36,"고양이사체, 임당사거리 회전교차로 내 있다고 하심.",고양이
901,2023-06-21 09:56,월화거리에 고양이 사체/ 금산인삼대리점 앞에 원에 보면 고양이 ,고양이
902,2023-06-21 14:18,[로드킬] 고양이 사체-월화거리 금산인삼대리점 앞,고양이
903,2023-06-26 08:45,"강아지사체 - 구정초등학교 테라로사 가는 방향, 오독떼기전수관 가기 200미터 전",강아지
904,2023-06-26 13:02,고양이-교동 제고 사거리 부흥마켓 앞 고양이 사채,고양이
905,2023-06-26 13:09,도로 임영로 부흥슈퍼 - 고양이사체,고양이
906,2023-06-27 16:04,도로변/ 고라니 사체 / 옥계면 한라시멘트 항만공장 정문 앞,고라니
907,2023-06-28 11:03,길거리에서 고양이 사체 /적십자 사거리에서 영동초교 올라 가는 길 GS마트랑 태양마트 중간 도로변 ,고양이
908,2023-06-28 11:19,[로드킬]영동초등학교 올라가는 길 GS앞 새끼고양이 ,고양이
909,2023-06-30 08:47,"강릉대로419번길 62-7 , 도로입구에 고양이사체",고양이
910,2023-07-03 12:37,"강릉원주대 정문앞 도로에서 주문진방향, 7번국도 아님. 고양이사체 ",고양이
911,2023-07-03 12:57,"연주로 467, 조롱박식당 앞부근 양양방향     , 고양이사체",고양이
912,2023-07-03 15:44,"고양이사체,남양양IC",고양이
913,2023-07-04 10:31,고양이 로드킬신고주문진에서 강릉방향으로 사천내려가기전 지점.,고양이
914,2023-07-04 12:09,입암 이안아파트 뒤에 새로난 길 고양이사체 ,고양이
915,2023-07-04 13:20,새가 치어서 밟히고 있음. 사체 처리솔올중학교 정문건너편 도로디핑에서 솔올중학교 오는 방향쪽으로 있음.  ,새
916,2023-07-04 13:35,길에 고양이가 피를 흘리면서 누워있다고함///홍제로 46번길 심상인국악원앞 ,고양이
917,2023-07-04 14:18,죽은 비들기사체 처리요청.교동광장로 73 셀세모세차장.,비둘기
918,2023-07-04 16:43,"새가 날라와서 다쳐서 있음. 위치: 경강로 2098번지, 약손치과건물 2층 간판부분",새
919,2023-07-05 18:11,죽헌동 영동스텐 앞 도로에 고양이 로드킬,고양이
920,2023-07-06 09:03,임곡 자원순환센터 매립장 안에 포크레인 작업중인데 배수로에 새끼 고라니 2마리가 있음 그중 한마리는 죽어있음 조치 관련,고라니
921,2023-07-06 09:03,"인도에 고양이 사체  , 강릉대로  359  오피스넥스 건물 앞 인도 (가로수  화단사이)",고양이
922,2023-07-07 09:18,로드킬 / 도로/ 강릉고 사거리에서 오월애 초당으로 가는 길 끝부분 고양이 사체 ,고양이
923,2023-07-10 10:04,회산로58-3 ,고라니
924,2023-07-10 12:51,[로드킬]강릉의료원 앞에 시내방향 도로에 고양이 사체 ,고양이
925,2023-07-11 09:08,시내 / 경강로 2087 2층 데크 ,불명
926,2023-07-11 09:31,[로드킬] [로드킬}유산동 GS칼텍스 우리주유소 입구 고라니사체 ,고라니
927,2023-07-11 16:58,가게 / 도로변 야생시체 입암로 92번길 1 푸른마켓 앞 도로 ,불명
928,2023-07-12 09:31,넘버25 강릉경포점 호텔앞쪽 도로에 고양이/,고양이
929,2023-07-12 13:52,고양이 사체 율곡초 근처에 뚜레쥬르 가는 쪽 도로 끝  ,고양이
930,2023-07-12 14:48,"홍제동 푸르지오 103동, 나인헤어샵 앞/ 참새사체",참새
931,2023-07-12 15:00,경포고등학교 올라가는길쪽에  세븐일레븐 바로앞. 새끼고양이사체있음,고양이
932,2023-07-12 15:22,홍제교차로에서 강릉ic방향 주유소 가기 전 중앙분리대 로드킬 신고,불명
